0.000308 0.000308 0.000308 0.950245 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.034949 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308 0.000308
0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.925061 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529
0.000795 0.000795 0.000795 0.000795 0.343567 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.050976 0.000795 0.000795 0.115963 0.000795 0.000795 0.000795 0.000795 0.111645 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.120121 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.000795 0.222743 0.000795
0.000119 0.000119 0.000119 0.000119 0.000119 0.015651 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.089048 0.000119 0.000119 0.000119 0.541875 0.000119 0.000119 0.237668 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.021483 0.000119 0.089048 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119 0.000119
0.000184 0.000184 0.000184 0.000184 0.031578 0.000184 0.034883 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.339516 0.000184 0.000184 0.061703 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.477527 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.046707 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184 0.000184
0.000428 0.000428 0.535506 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.029307 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.073364 0.000428 0.000428 0.000428 0.000428 0.224065 0.000428 0.000428 0.000428 0.000428 0.000428 0.118494 0.000428 0.000428 0.000428
0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.562332 0.000234 0.000234 0.000234 0.061310 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.302311 0.017655 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.045872 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234 0.000234
0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.000145 0.992907 0.000145 0.000145 0.000145
0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.925061 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529 0.001529
0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.065300 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.000428 0.052897 0.000428 0.000428 0.000428 0.419397 0.442714 0.000428
0.186200 0.054474 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.232282 0.000624 0.000624 0.000624 0.157687 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.068471 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.000624 0.174554 0.099504 0.000624
